,DATE,TIME,OBM,TU,WD,WG,WS,SI
0,01/01/2014,00:00,25.16,99.1,270.2,6.36,4.79,0.01
1,01/01/2014,01:00,25.14,99.2,275.6,5.7,4.31,0.01
2,01/01/2014,02:00,24.7,99.2,231.5,9.64,6.51,0.01
3,01/01/2014,03:00,23.71,98.8,313.0,5.92,4.35,0.01
4,01/01/2014,04:00,23.67,98.7,313.4,4.17,2.87,0.01
5,01/01/2014,05:00,23.56,98.3,350.8,1.53,0.37,0.01
6,01/01/2014,06:00,23.18,98.1,306.5,1.75,0.41,0.01
7,01/01/2014,07:00,22.88,97.9,309.5,4.17,1.71,0.01
8,01/01/2014,08:00,22.89,97.9,304.3,4.17,2.57,0.18
9,01/01/2014,09:00,22.42,97.5,340.9,5.48,3.23,2.87
10,01/01/2014,10:00,22.87,97.4,19.24,4.17,3.22,7.49
11,01/01/2014,11:00,23.49,97.7,59.79,4.6,3.45,12.49
12,01/01/2014,12:00,24.45,97.2,65.5,4.6,3.38,18.4
13,01/01/2014,13:00,24.88,97.2,64.94,5.26,4.01,19.36
14,01/01/2014,14:00,26.8,98.0,359.6,1.97,0.92,16.21
15,01/01/2014,15:00,25.05,97.5,323.4,5.7,3.9,13.75
16,01/01/2014,16:00,24.81,97.7,31.48,2.85,1.69,6.22
17,01/01/2014,17:00,24.01,97.9,26.86,5.26,3.66,0.56
18,01/01/2014,18:00,23.12,97.0,49.22,5.7,4.58,0.0
19,01/01/2014,19:00,22.7,96.5,77.9,7.01,4.58,0.0
20,01/01/2014,20:00,21.26,94.7,147.3,12.71,9.09,0.01
21,01/01/2014,21:00,19.29,95.1,139.8,10.08,7.67,0.01
22,01/01/2014,22:00,17.33,95.0,128.0,10.74,7.91,0.01
23,01/01/2014,23:00,18.44,95.2,115.1,10.96,7.8,0.01
24,01/02/2014,00:00,17.9,93.4,116.5,11.62,9.0,0.0
25,01/02/2014,01:00,16.89,92.3,112.7,13.59,10.27,0.0
26,01/02/2014,02:00,17.11,88.8,97.5,14.47,10.91,0.0
27,01/02/2014,03:00,17.01,86.1,91.6,14.69,11.04,0.0
28,01/02/2014,04:00,18.32,84.5,89.8,15.34,11.26,0.0
29,01/02/2014,05:00,19.59,83.1,81.2,13.37,11.13,0.0
30,01/02/2014,06:00,21.76,81.6,107.1,10.52,8.25,0.0
31,01/02/2014,07:00,21.86,81.9,101.0,9.21,7.61,0.0
32,01/02/2014,08:00,22.29,83.6,99.1,9.21,7.69,0.09
33,01/02/2014,09:00,23.0,84.2,89.1,7.89,5.85,8.56
34,01/02/2014,10:00,24.54,81.8,100.5,12.49,9.74,10.45
35,01/02/2014,11:00,26.67,83.0,61.72,7.89,6.67,18.66
36,01/02/2014,12:00,28.88,82.6,65.93,7.89,6.33,22.65
37,01/02/2014,13:00,29.59,83.5,67.8,4.6,3.33,19.42
38,01/02/2014,14:00,31.01,82.2,55.64,2.85,2.29,23.08
39,01/02/2014,15:00,30.92,82.1,61.18,3.29,2.43,13.06
40,01/02/2014,16:00,30.97,80.2,92.9,2.41,0.15,7.32
41,01/02/2014,17:00,28.62,87.4,72.96,3.51,1.85,1.1
42,01/02/2014,18:00,27.78,91.7,52.76,4.82,3.94,0.0
43,01/02/2014,19:00,29.14,91.2,89.7,5.26,4.06,0.0
44,01/02/2014,20:00,28.88,93.3,61.58,4.17,3.42,0.0
45,01/02/2014,21:00,27.37,96.0,249.4,6.36,4.43,0.0
46,01/02/2014,22:00,27.08,93.7,224.8,5.48,3.92,0.0
47,01/02/2014,23:00,26.86,94.2,137.3,5.26,4.23,0.01
48,01/03/2014,00:00,27.14,92.8,37.31,1.97,0.61,0.0
49,01/03/2014,01:00,25.91,97.1,82.9,3.29,2.02,0.0
50,01/03/2014,02:00,26.2,96.8,18.55,2.85,1.94,0.01
51,01/03/2014,03:00,26.25,96.4,162.5,5.26,3.85,0.01
52,01/03/2014,04:00,27.17,90.0,44.38,2.63,1.98,0.01
53,01/03/2014,05:00,26.65,92.0,140.7,2.41,1.16,0.01
54,01/03/2014,06:00,26.21,89.3,216.7,5.92,2.93,0.01
55,01/03/2014,07:00,24.97,93.1,37.67,1.53,0.61,0.0
56,01/03/2014,08:00,25.21,91.7,210.6,3.73,1.73,0.09
57,01/03/2014,09:00,25.91,89.0,42.42,2.63,0.86,4.44
58,01/03/2014,10:00,26.04,91.0,254.7,5.48,2.18,6.54
59,01/03/2014,11:00,27.73,83.0,12.47,3.73,1.38,13.71
60,01/03/2014,12:00,27.53,83.9,334.6,6.79,4.53,14.09
61,01/03/2014,13:00,28.62,83.8,336.9,8.77,6.27,16.13
62,01/03/2014,14:00,29.79,84.9,285.8,7.01,5.14,19.75
63,01/03/2014,15:00,31.17,86.6,352.1,6.79,4.24,12.87
64,01/03/2014,16:00,28.84,86.2,113.0,2.85,0.75,5.59
65,01/03/2014,17:00,24.92,91.4,223.0,7.01,5.04,1.21
66,01/03/2014,18:00,20.73,82.6,88.9,8.33,2.78,0.0
67,01/03/2014,19:00,26.33,44.46,15.71,7.23,3.65,0.01
68,01/03/2014,20:00,16.71,69.09,103.0,9.21,6.97,0.01
69,01/03/2014,21:00,21.56,63.79,91.1,2.85,0.54,0.01
70,01/03/2014,22:00,17.52,72.77,109.4,6.36,4.94,0.01
71,01/03/2014,23:00,17.0,75.55,36.97,7.45,4.86,0.01
72,01/04/2014,00:00,12.58,83.0,99.8,6.36,3.37,0.0
73,01/04/2014,01:00,12.05,82.8,100.0,3.95,2.29,0.0
74,01/04/2014,02:00,16.37,75.57,348.9,5.92,4.2,0.0
75,01/04/2014,03:00,17.41,74.88,201.6,3.73,1.81,0.0
76,01/04/2014,04:00,15.67,79.55,194.9,3.29,0.79,0.0
77,01/04/2014,05:00,8.61,88.3,38.39,5.92,1.8,0.0
78,01/04/2014,06:00,8.75,89.4,133.2,6.58,2.11,0.0
79,01/04/2014,07:00,4.44,88.4,92.6,6.79,4.84,0.01
80,01/04/2014,08:00,6.1,87.8,57.96,7.01,2.24,0.19
81,01/04/2014,09:00,1.14,88.0,114.0,6.58,4.9,4.49
82,01/04/2014,10:00,5.48,85.9,103.2,5.26,3.77,13.84
83,01/04/2014,11:00,13.8,77.51,270.6,7.45,4.78,22.11
84,01/04/2014,12:00,14.91,83.9,274.0,10.74,7.07,29.86
85,01/04/2014,13:00,15.12,85.6,293.4,9.21,6.48,31.8
86,01/04/2014,14:00,18.74,83.2,265.1,11.18,7.81,23.65
87,01/04/2014,15:00,21.03,78.52,260.9,14.47,10.65,32.49
88,01/04/2014,16:00,19.7,78.12,234.1,14.25,10.34,11.37
89,01/04/2014,17:00,18.39,80.6,222.4,12.71,9.09,1.14
90,01/04/2014,18:00,17.1,82.4,308.2,7.45,4.75,0.0
91,01/04/2014,19:00,15.76,87.5,65.47,3.07,1.18,0.0
92,01/04/2014,20:00,17.07,78.43,249.8,4.17,2.55,0.0
93,01/04/2014,21:00,12.96,74.4,255.3,7.23,4.56,0.0
94,01/04/2014,22:00,6.5,69.72,329.4,3.73,1.1,0.0
95,01/04/2014,23:00,5.64,70.91,224.7,8.77,6.92,0.0
96,01/05/2014,00:00,1.11,77.88,117.6,5.26,2.63,0.0
97,01/05/2014,01:00,4.92,69.48,194.4,10.74,8.85,0.01
98,01/05/2014,02:00,5.08,65.46,218.5,8.33,5.02,0.01
99,01/05/2014,03:00,3.22,72.6,132.1,1.31,0.22,0.01
100,01/05/2014,04:00,3.33,76.04,253.5,6.36,1.88,0.01
101,01/05/2014,05:00,0.4,82.2,331.1,2.19,0.63,0.01
102,01/05/2014,06:00,-2.25,90.1,103.4,4.38,2.78,0.0
103,01/05/2014,07:00,-0.06,86.1,83.1,6.58,3.65,0.01
104,01/05/2014,08:00,1.54,87.0,104.3,5.92,4.09,0.17
105,01/05/2014,09:00,-0.79,78.5,58.54,7.45,5.27,5.33
106,01/05/2014,10:00,0.88,72.88,94.1,7.67,6.2,20.68
107,01/05/2014,11:00,4.49,69.46,113.7,7.45,6.22,29.71
108,01/05/2014,12:00,7.8,74.83,91.5,6.14,4.47,30.88
109,01/05/2014,13:00,11.86,73.6,112.1,7.23,5.57,36.28
110,01/05/2014,14:00,12.63,71.17,130.1,8.99,6.27,32.19
111,01/05/2014,15:00,12.08,70.42,168.0,8.55,5.87,23.67
112,01/05/2014,16:00,11.08,65.26,155.2,6.79,4.75,12.81
113,01/05/2014,17:00,4.92,72.05,109.6,9.64,8.36,0.81
114,01/05/2014,18:00,-0.55,71.38,101.6,8.55,6.09,0.0
115,01/05/2014,19:00,-1.44,76.63,82.1,6.58,4.41,0.0
116,01/05/2014,20:00,-2.34,76.19,84.6,10.3,8.3,0.01
117,01/05/2014,21:00,-4.1,75.12,83.9,9.43,7.18,0.01
118,01/05/2014,22:00,-4.92,75.06,98.5,11.4,7.92,0.01
119,01/05/2014,23:00,-6.2,76.04,99.5,10.52,8.08,0.01
120,01/06/2014,00:00,-5.92,76.82,89.0,13.81,9.89,0.0
121,01/06/2014,01:00,-4.74,74.35,92.3,13.15,10.66,0.0
122,01/06/2014,02:00,-6.51,75.5,82.7,11.84,8.87,0.0
123,01/06/2014,03:00,-0.86,74.51,85.5,14.91,11.9,0.0
124,01/06/2014,04:00,0.2,76.63,87.8,12.71,9.61,0.0
125,01/06/2014,05:00,1.8,74.97,87.1,14.03,11.12,0.0
126,01/06/2014,06:00,3.52,74.65,85.3,11.4,9.26,0.0
127,01/06/2014,07:00,0.22,75.33,79.17,9.43,7.7,0.0
128,01/06/2014,08:00,-0.07,74.25,81.8,10.96,8.75,0.21
129,01/06/2014,09:00,1.11,73.29,101.6,9.64,6.84,7.22
130,01/06/2014,10:00,4.46,71.38,91.2,7.23,5.12,19.72
131,01/06/2014,11:00,8.97,68.75,90.3,9.86,7.07,28.91
132,01/06/2014,12:00,12.19,68.79,86.6,5.92,4.66,19.4
133,01/06/2014,13:00,15.73,66.45,72.53,6.36,4.21,38.43
134,01/06/2014,14:00,20.08,63.52,57.02,4.6,2.65,35.73
135,01/06/2014,15:00,20.74,62.6,25.77,5.92,3.98,30.28
136,01/06/2014,16:00,17.84,60.51,77.07,4.17,2.58,13.04
137,01/06/2014,17:00,12.63,67.64,119.7,3.73,2.35,0.82
138,01/06/2014,18:00,6.73,76.22,130.5,6.14,4.55,0.0
139,01/06/2014,19:00,5.59,71.84,133.2,5.92,4.87,0.0
140,01/06/2014,20:00,9.85,73.24,82.2,7.89,6.3,0.0
141,01/06/2014,21:00,10.89,75.47,82.5,10.74,9.15,0.0
142,01/06/2014,22:00,11.27,74.85,99.2,11.4,9.53,0.01
143,01/06/2014,23:00,11.35,75.59,109.1,11.18,9.59,0.0
144,01/07/2014,00:00,13.51,76.13,113.3,12.93,10.16,0.0
145,01/07/2014,01:00,13.94,76.77,99.8,9.86,7.59,0.0
146,01/07/2014,02:00,14.71,76.39,113.3,10.96,8.77,0.0
147,01/07/2014,03:00,14.58,77.63,83.6,10.96,8.86,0.0
148,01/07/2014,04:00,14.81,74.57,101.9,10.3,7.84,0.0
149,01/07/2014,05:00,15.34,78.01,103.1,11.62,9.44,0.0
150,01/07/2014,06:00,15.91,74.79,110.1,12.49,9.12,0.0
151,01/07/2014,07:00,15.54,76.62,98.3,12.06,9.53,0.0
152,01/07/2014,08:00,15.88,77.46,84.0,12.93,10.54,0.09
153,01/07/2014,09:00,15.66,78.72,88.2,8.33,5.98,5.66
154,01/07/2014,10:00,18.09,75.56,87.3,9.86,8.0,14.34
155,01/07/2014,11:00,21.45,73.07,99.9,6.36,4.6,16.92
156,01/07/2014,12:00,24.51,66.72,96.5,4.6,2.59,21.14
157,01/07/2014,13:00,26.49,66.26,19.45,4.17,1.57,25.73
158,01/07/2014,14:00,26.83,64.18,210.1,5.48,2.85,22.29
159,01/07/2014,15:00,26.08,71.95,292.9,4.17,1.48,13.02
160,01/07/2014,16:00,23.99,83.1,36.11,3.29,2.09,7.48
161,01/07/2014,17:00,22.08,87.4,98.9,4.82,4.32,1.05
162,01/07/2014,18:00,21.4,88.9,111.0,5.92,4.91,0.0
163,01/07/2014,19:00,22.01,90.1,79.23,4.17,2.9,0.01
164,01/07/2014,20:00,21.24,86.7,99.8,9.43,7.91,0.0
165,01/07/2014,21:00,20.72,89.0,86.4,4.82,3.34,0.0
166,01/07/2014,22:00,21.65,87.0,93.7,5.48,4.39,0.0
167,01/07/2014,23:00,21.78,87.7,101.0,5.48,4.08,0.0
168,01/08/2014,00:00,22.02,85.9,105.6,4.38,3.58,0.0
169,01/08/2014,01:00,22.09,87.3,88.9,5.7,4.14,0.0
170,01/08/2014,02:00,22.24,86.1,87.5,6.79,4.34,0.0
171,01/08/2014,03:00,21.85,88.4,69.13,4.82,3.41,0.0
172,01/08/2014,04:00,21.3,90.8,86.6,5.92,3.02,0.0
173,01/08/2014,05:00,22.25,91.3,88.1,3.73,2.19,0.0
174,01/08/2014,06:00,21.92,94.1,76.01,2.85,1.76,0.0
175,01/08/2014,07:00,22.06,94.9,74.82,2.63,1.57,0.0
176,01/08/2014,08:00,22.71,93.2,93.5,4.6,2.78,0.08
177,01/08/2014,09:00,23.52,90.9,80.3,5.26,3.42,3.17
178,01/08/2014,10:00,24.88,88.5,78.0,5.48,3.57,12.18
179,01/08/2014,11:00,25.82,88.1,64.53,5.7,3.81,16.62
180,01/08/2014,12:00,27.45,89.1,81.9,5.04,3.43,23.18
181,01/08/2014,13:00,28.67,89.1,62.54,3.29,1.85,23.57
182,01/08/2014,14:00,30.76,81.4,0.08,0.0,0.0,17.1
183,01/08/2014,15:00,27.88,92.8,229.5,3.51,2.65,8.98
184,01/08/2014,16:00,26.86,93.8,252.9,8.55,4.91,3.64
185,01/08/2014,17:00,25.73,96.4,240.3,10.74,8.0,0.69
186,01/08/2014,18:00,24.33,97.9,245.2,12.28,9.29,0.0
187,01/08/2014,19:00,23.98,99.1,238.3,5.04,3.21,0.0
188,01/08/2014,20:00,24.28,100.1,266.5,11.18,8.4,0.01
189,01/08/2014,21:00,24.23,99.5,250.4,4.82,3.2,0.0
190,01/08/2014,22:00,24.37,99.3,294.4,5.7,4.07,0.01
191,01/08/2014,23:00,24.5,99.2,20.12,2.63,1.21,0.0
192,01/09/2014,00:00,25.06,99.3,34.18,4.6,2.99,0.01
193,01/09/2014,01:00,25.11,99.0,89.6,4.17,2.94,0.0
194,01/09/2014,02:00,25.04,98.9,94.5,3.95,3.36,0.0
195,01/09/2014,03:00,25.3,99.1,109.9,5.04,3.83,0.01
196,01/09/2014,04:00,25.36,99.1,89.4,5.04,4.05,0.01
197,01/09/2014,05:00,25.41,99.1,81.7,4.82,3.67,0.01
198,01/09/2014,06:00,25.38,99.1,71.14,5.26,3.61,0.0
199,01/09/2014,07:00,25.73,99.3,85.8,5.92,4.65,0.01
200,01/09/2014,08:00,27.12,99.8,84.0,2.63,1.14,0.07
201,01/09/2014,09:00,30.25,100.0,260.2,22.36,16.09,2.23
202,01/09/2014,10:00,31.12,98.5,233.3,23.02,17.91,6.89
203,01/09/2014,11:00,30.92,96.5,227.6,23.89,17.08,8.93
204,01/09/2014,12:00,30.79,98.6,238.1,22.36,16.4,15.26
205,01/09/2014,13:00,28.52,98.0,269.2,11.84,8.28,15.1
206,01/09/2014,14:00,26.62,98.2,243.5,27.4,18.69,7.75
207,01/09/2014,15:00,26.27,97.6,231.0,15.34,11.54,12.04
208,01/09/2014,16:00,26.37,96.6,239.4,16.44,12.41,7.86
209,01/09/2014,17:00,25.24,97.4,238.0,19.73,15.64,1.88
210,01/09/2014,18:00,24.68,96.9,220.2,21.7,16.28,0.01
211,01/09/2014,19:00,23.27,89.4,232.8,18.63,14.08,0.01
212,01/09/2014,20:00,22.28,90.7,222.6,23.24,17.01,0.01
213,01/09/2014,21:00,20.83,89.4,219.7,17.54,12.57,0.01
214,01/09/2014,22:00,18.24,91.9,216.8,7.67,5.03,0.01
215,01/09/2014,23:00,18.11,90.1,299.5,7.23,3.71,0.01
216,01/10/2014,00:00,19.19,89.4,93.2,7.67,3.49,0.0
217,01/10/2014,01:00,22.69,81.8,207.1,19.07,12.53,0.0
218,01/10/2014,02:00,22.58,82.0,208.3,24.11,17.05,0.0
219,01/10/2014,03:00,23.35,89.4,221.1,18.19,13.83,0.0
220,01/10/2014,04:00,23.47,91.1,252.0,15.12,10.97,0.0
221,01/10/2014,05:00,23.57,91.9,240.9,20.82,14.44,0.0
222,01/10/2014,06:00,23.97,93.2,246.7,12.93,8.24,0.0
223,01/10/2014,07:00,23.51,95.0,289.9,9.21,6.59,0.0
224,01/10/2014,08:00,22.19,95.8,319.0,11.18,7.47,0.21
225,01/10/2014,09:00,22.4,93.4,134.8,2.85,1.41,2.69
226,01/10/2014,10:00,23.46,91.9,41.86,3.07,1.75,9.16
227,01/10/2014,11:00,24.57,92.8,280.9,10.08,7.64,21.81
228,01/10/2014,12:00,25.61,92.5,273.8,12.28,9.09,21.47
229,01/10/2014,13:00,25.5,91.7,304.8,13.15,9.34,27.45
230,01/10/2014,14:00,26.62,90.4,293.9,12.28,7.2,23.3
231,01/10/2014,15:00,27.86,88.7,304.6,10.52,6.37,19.81
232,01/10/2014,16:00,25.76,91.6,320.5,10.3,6.72,6.51
233,01/10/2014,17:00,25.32,92.2,78.27,4.17,2.71,1.81
234,01/10/2014,18:00,26.27,92.0,65.31,4.17,1.77,0.01
235,01/10/2014,19:00,29.61,89.9,244.6,28.28,20.08,0.0
236,01/10/2014,20:00,28.22,90.2,247.0,31.13,21.35,0.0
237,01/10/2014,21:00,28.04,89.6,260.4,16.22,11.15,0.01
238,01/10/2014,22:00,25.94,91.9,322.0,9.21,5.37,0.01
239,01/10/2014,23:00,27.57,91.3,296.5,16.22,7.38,0.0
240,01/11/2014,00:00,29.03,90.9,257.2,12.93,8.55,0.0
241,01/11/2014,01:00,27.99,93.2,307.3,11.62,5.0,0.0
242,01/11/2014,02:00,27.6,94.6,0.69,7.23,4.26,0.0
243,01/11/2014,03:00,27.97,95.6,45.03,10.3,6.95,0.0
244,01/11/2014,04:00,30.38,94.1,352.8,5.04,1.96,0.01
245,01/11/2014,05:00,31.0,93.0,209.2,11.18,2.8,0.0
246,01/11/2014,06:00,32.46,92.1,245.7,16.22,10.12,0.0
247,01/11/2014,07:00,31.81,94.3,313.4,6.58,3.49,0.0
248,01/11/2014,08:00,31.68,95.8,73.07,0.0,0.0,0.07
249,01/11/2014,09:00,31.92,96.6,109.4,5.7,3.62,2.46
250,01/11/2014,10:00,32.23,99.0,101.0,6.79,4.34,6.69
251,01/11/2014,11:00,36.22,86.1,247.6,13.37,8.33,11.32
252,01/11/2014,12:00,38.28,76.99,195.7,24.55,17.41,15.23
253,01/11/2014,13:00,38.82,73.11,199.5,33.76,23.08,10.91
254,01/11/2014,14:00,39.19,70.0,200.2,38.58,25.49,9.87
255,01/11/2014,15:00,36.17,87.9,214.7,38.58,29.54,4.69
256,01/11/2014,16:00,36.34,88.0,211.8,43.4,32.89,3.95
257,01/11/2014,17:00,36.38,88.1,212.9,43.18,32.53,1.27
258,01/11/2014,18:00,36.58,87.4,209.7,42.09,31.81,0.0
259,01/11/2014,19:00,35.44,91.3,218.7,36.17,28.48,0.0
260,01/11/2014,20:00,33.19,97.6,217.0,41.87,31.44,0.0
261,01/11/2014,21:00,33.12,93.2,229.1,44.5,32.72,0.0
262,01/11/2014,22:00,32.28,94.1,226.2,36.39,27.05,0.0
263,01/11/2014,23:00,31.57,96.8,228.6,32.66,24.93,0.0
264,01/12/2014,00:00,31.3,96.1,227.7,37.92,29.32,0.0
265,01/12/2014,01:00,30.99,94.1,240.6,33.98,24.9,0.0
266,01/12/2014,02:00,29.04,90.2,241.2,25.21,17.24,0.0
267,01/12/2014,03:00,27.95,83.3,234.3,25.65,19.75,0.0
268,01/12/2014,04:00,27.36,87.0,233.4,28.06,19.26,0.01
269,01/12/2014,05:00,26.81,88.8,222.0,33.1,25.99,0.01
270,01/12/2014,06:00,25.7,87.2,231.7,28.28,20.78,0.01
271,01/12/2014,07:00,24.07,90.4,244.3,21.04,16.21,0.01
272,01/12/2014,08:00,22.67,90.6,236.1,13.59,9.36,0.19
273,01/12/2014,09:00,23.39,87.9,223.9,21.48,16.96,7.56
274,01/12/2014,10:00,23.91,86.0,231.7,25.65,18.72,10.04
275,01/12/2014,11:00,26.02,82.9,229.9,26.52,19.66,20.65
276,01/12/2014,12:00,26.52,87.3,226.0,28.72,21.74,21.18
277,01/12/2014,13:00,28.19,86.9,234.6,26.74,19.17,33.6
278,01/12/2014,14:00,29.09,83.0,232.9,24.55,16.46,26.59
279,01/12/2014,15:00,29.28,83.1,221.1,27.18,20.28,15.5
280,01/12/2014,16:00,28.02,85.0,211.9,22.36,14.46,9.49
281,01/12/2014,17:00,27.14,81.4,209.7,21.26,15.66,1.58
282,01/12/2014,18:00,27.82,79.37,214.8,19.29,14.45,0.0
283,01/12/2014,19:00,27.01,86.3,217.6,20.39,15.14,0.0
284,01/12/2014,20:00,27.38,84.4,212.4,24.11,17.98,0.0
285,01/12/2014,21:00,26.62,83.3,209.6,25.87,18.96,0.0
286,01/12/2014,22:00,26.79,87.7,222.5,31.78,23.37,0.01
287,01/12/2014,23:00,26.2,91.2,223.2,33.54,23.93,0.0
288,01/13/2014,00:00,26.68,93.5,231.9,28.06,19.94,0.01
289,01/13/2014,01:00,27.31,94.3,244.7,27.18,18.35,0.0
290,01/13/2014,02:00,27.79,95.7,250.1,20.82,14.21,0.01
291,01/13/2014,03:00,27.7,96.7,245.0,24.11,16.08,0.01
292,01/13/2014,04:00,27.39,98.2,254.9,17.76,11.57,0.01
293,01/13/2014,05:00,26.4,97.8,306.2,8.11,4.38,0.01
294,01/13/2014,06:00,26.37,97.8,69.45,7.23,4.42,0.0
295,01/13/2014,07:00,27.62,98.1,308.9,5.26,2.45,0.01
296,01/13/2014,08:00,29.67,96.3,247.3,27.84,20.98,0.12
297,01/13/2014,09:00,29.82,96.0,237.3,34.2,25.54,3.6
298,01/13/2014,10:00,30.44,94.2,231.0,32.22,21.8,8.38
299,01/13/2014,11:00,30.98,93.0,224.7,29.37,21.83,16.02
300,01/13/2014,12:00,32.07,90.4,225.6,29.15,20.87,21.6
301,01/13/2014,13:00,32.53,90.6,227.7,23.02,16.43,15.31
302,01/13/2014,14:00,33.51,90.0,234.6,26.52,18.81,20.49
303,01/13/2014,15:00,34.09,88.8,231.5,22.8,15.68,24.22
304,01/13/2014,16:00,33.76,91.0,226.7,25.21,18.27,5.37
305,01/13/2014,17:00,33.72,90.3,225.5,25.87,18.54,1.35
306,01/13/2014,18:00,32.76,90.7,231.1,23.67,17.82,0.0
307,01/13/2014,19:00,32.18,86.7,226.3,29.15,21.57,0.0
308,01/13/2014,20:00,31.42,86.7,232.8,30.03,22.31,0.0
309,01/13/2014,21:00,26.88,94.3,326.4,9.64,5.15,0.0
310,01/13/2014,22:00,26.89,90.8,203.8,12.06,5.76,0.0
311,01/13/2014,23:00,23.1,93.3,256.6,14.03,9.26,0.01
312,01/14/2014,00:00,22.22,94.1,254.3,7.89,6.21,0.01
313,01/14/2014,01:00,26.24,88.7,212.9,15.78,12.02,0.01
314,01/14/2014,02:00,28.16,81.5,228.6,25.43,18.19,0.0
315,01/14/2014,03:00,27.22,86.4,238.2,28.72,21.87,0.0
316,01/14/2014,04:00,24.73,91.1,252.7,19.95,14.68,0.0
317,01/14/2014,05:00,26.03,92.9,260.2,19.73,12.86,0.0
318,01/14/2014,06:00,25.38,94.6,314.1,10.74,6.72,0.01
319,01/14/2014,07:00,27.0,92.6,257.9,17.32,9.45,0.01
320,01/14/2014,08:00,26.85,94.7,263.1,8.33,3.77,0.42
321,01/14/2014,09:00,25.58,95.0,274.1,7.01,4.51,8.24
322,01/14/2014,10:00,27.17,90.3,269.8,21.7,15.57,21.46
323,01/14/2014,11:00,28.97,90.0,260.6,21.04,16.01,39.35
324,01/14/2014,12:00,29.48,92.3,265.5,18.63,13.12,33.29
325,01/14/2014,13:00,30.23,91.7,283.6,11.4,9.01,29.84
326,01/14/2014,14:00,30.21,90.6,252.7,9.43,5.77,20.33
327,01/14/2014,15:00,31.16,87.7,282.0,7.01,2.14,15.88
328,01/14/2014,16:00,31.39,87.1,297.4,7.67,3.03,9.58
329,01/14/2014,17:00,30.07,90.7,296.6,8.55,3.23,1.36
330,01/14/2014,18:00,26.84,95.3,103.5,5.26,3.17,0.01
331,01/14/2014,19:00,25.65,95.7,147.9,3.95,1.37,0.0
332,01/14/2014,20:00,25.91,95.4,163.7,7.23,4.89,0.0
333,01/14/2014,21:00,27.22,92.0,127.9,4.6,3.3,0.0
334,01/14/2014,22:00,25.82,91.8,114.5,7.01,4.62,0.01
335,01/14/2014,23:00,26.41,90.4,73.54,4.17,2.87,0.01
336,01/15/2014,00:00,26.44,92.8,59.45,7.23,5.26,0.01
337,01/15/2014,01:00,27.01,92.3,76.37,4.82,3.46,0.01
338,01/15/2014,02:00,27.58,91.8,74.36,3.51,2.55,0.01
339,01/15/2014,03:00,28.47,86.9,176.4,9.21,3.77,0.01
340,01/15/2014,04:00,26.33,86.7,134.9,6.36,4.19,0.01
341,01/15/2014,05:00,25.88,86.2,115.3,4.82,3.44,0.0
342,01/15/2014,06:00,24.24,88.3,121.4,4.6,3.08,0.0
343,01/15/2014,07:00,20.72,88.8,134.0,4.6,2.82,0.0
344,01/15/2014,08:00,17.11,89.2,125.3,6.36,4.35,0.19
345,01/15/2014,09:00,18.86,94.8,148.3,6.58,4.71,5.99
346,01/15/2014,10:00,24.79,92.1,136.1,7.01,4.77,17.1
347,01/15/2014,11:00,24.14,90.1,118.2,10.3,7.15,23.74
348,01/15/2014,12:00,27.72,76.56,171.2,5.92,2.28,29.95
349,01/15/2014,13:00,27.32,87.5,279.4,10.96,7.44,15.19
350,01/15/2014,14:00,28.84,83.5,316.1,4.38,2.21,26.5
351,01/15/2014,15:00,29.06,82.6,145.0,3.73,1.32,19.14
352,01/15/2014,16:00,26.16,86.5,322.3,2.63,0.88,7.85
353,01/15/2014,17:00,18.61,96.0,52.23,8.55,6.24,1.44
354,01/15/2014,18:00,18.62,96.8,168.6,7.45,5.7,0.01
355,01/15/2014,19:00,15.57,94.0,103.1,10.96,5.5,0.01
356,01/15/2014,20:00,16.15,93.1,131.0,4.6,2.21,0.0
357,01/15/2014,21:00,14.12,92.7,103.7,8.99,4.33,0.0
358,01/15/2014,22:00,13.24,91.9,118.0,7.89,5.16,0.0
359,01/15/2014,23:00,11.63,90.4,127.5,6.14,4.77,0.0
360,01/16/2014,00:00,15.49,90.0,115.2,8.33,4.86,0.0
361,01/16/2014,01:00,10.15,88.9,76.91,7.01,5.7,0.0
362,01/16/2014,02:00,9.21,88.5,89.9,7.45,5.64,0.0
363,01/16/2014,03:00,13.48,88.7,108.8,6.36,5.11,0.0
364,01/16/2014,04:00,16.88,88.1,78.83,7.23,4.97,0.0
365,01/16/2014,05:00,15.99,88.1,110.1,7.67,5.48,0.0
366,01/16/2014,06:00,14.65,88.2,103.2,7.89,5.47,0.0
367,01/16/2014,07:00,14.53,88.7,111.4,10.52,7.47,0.0
368,01/16/2014,08:00,16.71,88.6,130.2,9.21,5.81,0.17
369,01/16/2014,09:00,15.93,86.1,105.3,7.45,5.95,6.03
370,01/16/2014,10:00,15.84,81.8,105.9,7.23,5.72,22.71
371,01/16/2014,11:00,20.61,81.6,115.8,6.58,5.0,36.93
372,01/16/2014,12:00,22.97,79.45,123.2,5.92,4.24,35.66
373,01/16/2014,13:00,26.86,75.56,139.3,3.29,2.37,36.19
374,01/16/2014,14:00,27.45,79.25,226.2,3.07,2.09,26.98
375,01/16/2014,15:00,28.6,73.54,187.9,2.85,2.1,26.53
376,01/16/2014,16:00,26.8,78.39,219.2,3.51,2.29,14.93
